df_index,stream,Zscore,district_rank,island_rank,al_year,sub1,sub1_r,sub2,sub2_r,sub3,sub3_r,cgt_r,ge_r,syllabus,birth_day,birth_month,birth_year,gender
83968,COMMERCE,1.5407,269 (NEW),3334,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,24,September,2000,male
84202,COMMERCE,1.5822,241 (NEW),2935,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,17,July,2001,female
84243,COMMERCE,1.4234,357 (NEW),4618,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,1,December,2001,female
84461,ARTS,1.694,176 (NEW),2533,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,042,C,new,27,December,2000,female
84560,COMMERCE,1.6079,226 (NEW),2723,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,9,April,2000,female
84611,COMMERCE,1.6004,228 (NEW),2783,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,17,May,2001,female
84959,ARTS,1.6516,208 (NEW),3028,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,036,S,new,11,December,2000,female
85329,ARTS,1.4634,393 (NEW),5756,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,062,S,new,9,June,2001,female
85599,COMMERCE,1.512,285 (NEW),3623,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,F,new,3,June,2001,female
85893,COMMERCE,1.4608,319 (NEW),4169,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,S,new,15,November,2001,female
85919,COMMERCE,1.5798,244 (NEW),2954,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,F,new,31,October,2001,female
85950,COMMERCE,1.4884,300 (NEW),3881,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,F,new,29,June,2000,female
85982,COMMERCE,1.4706,310 (NEW),4053,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,032,F,new,16,November,2000,female
85986,ARTS,1.6187,242 (NEW),3434,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,058,F,new,5,August,2001,female
86104,COMMERCE,1.5436,267 (NEW),3307,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,028,Absent,new,13,February,2000,female
86249,COMMERCE,1.597,229 (NEW),2808,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,20,October,2000,male
86307,ARTS,1.6414,215 (NEW),3151,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,042,F,new,28,February,2000,female
86314,ARTS,1.6745,195 (NEW),2786,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,F,new,1,August,2001,male
86384,ARTS,1.5605,295 (NEW),4163,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,024,F,new,19,August,2000,male
86871,COMMERCE,1.506,291 (NEW),3681,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,14,December,2001,female
86908,ARTS,1.5426,311 (NEW),4397,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,F,new,11,September,2001,female
87242,ARTS,1.6484,210 (NEW),3063,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,S,new,15,January,2001,female
87410,ARTS,1.6069,251 (NEW),3564,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,026,F,new,22,August,2001,female
87875,ARTS,1.5304,321 (NEW),4613,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,Absent,Absent,new,9,December,2000,female
87876,ARTS,1.657,202 (NEW),2970,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,Absent,Absent,new,9,December,2000,female
87907,ARTS,1.6233,233 (NEW),3361,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,046,S,new,4,August,2001,female
87917,ARTS,1.5843,270 (NEW),3849,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,040,F,new,10,September,2001,female
87919,ARTS,1.6271,231 (NEW),3318,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,038,F,new,13,February,2001,female
88120,ARTS,1.5714,285 (NEW),4006,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,040,S,new,31,March,2001,female
88323,COMMERCE,1.531,276 (NEW),3435,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,S,new,25,July,2001,male
88335,COMMERCE,1.6199,217 (NEW),2639,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,F,new,1,May,2001,male
88453,ARTS,1.566,289 (NEW),4077,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,068,F,new,18,May,2001,male
88472,COMMERCE,1.6258,214 (NEW),2597,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,12,January,2002,female
88476,COMMERCE,1.5633,258 (NEW),3118,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,F,new,13,April,2001,female
88657,ARTS,1.6287,230 (NEW),3304,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,16,February,2001,female
88658,ARTS,1.5912,267 (NEW),3770,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,036,F,new,30,July,2001,female
88667,COMMERCE,1.585,239 (NEW),2910,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,9,April,2001,female
88672,ARTS,1.6091,249 (NEW),3537,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,S,new,1,July,2001,female
88688,ARTS,1.5415,313 (NEW),4412,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,F,new,21,April,2001,female
88712,COMMERCE,1.623,215 (NEW),2622,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,15,December,2001,female
88931,COMMERCE,1.5406,270 (NEW),3337,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,21,January,2001,female
88932,COMMERCE,1.4512,328 (NEW),4274,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,15,September,2000,female
88944,COMMERCE,1.3459,420 (NEW),5571,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,A,new,14,February,2000,female
88987,COMMERCE,1.4347,342 (NEW),4489,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,25,January,2001,female
89000,COMMERCE,1.5128,284 (NEW),3613,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,1,December,2000,female
89531,COMMERCE,1.5137,282 (NEW),3604,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,F,new,19,February,2001,male
89556,ARTS,1.688,181 (NEW),2599,2020,COMMUNICATION & MEDIA STUDIES,A,DRAMA AND THEATRE (SINHALA),A,SINHALA,A,044,S,new,2,April,2001,female
89562,ARTS,1.5023,352 (NEW),5059,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,S,new,11,September,2000,female
89564,ARTS,1.5969,260 (NEW),3698,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,Absent,F,new,24,July,2000,male
89566,ARTS,1.4554,404 (NEW),5918,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,020,F,new,21,July,2000,female
89734,ARTS,1.4795,375 (NEW),5461,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,036,F,new,29,November,2001,female
89751,ARTS,1.6124,247 (NEW),3502,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,038,F,new,6,October,2001,female
89770,ARTS,1.6489,209 (NEW),3057,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,046,F,new,11,June,2001,male
89789,ARTS,1.5051,347 (NEW),5010,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,052,F,new,19,October,2000,female
89790,ARTS,1.6426,212 (NEW),3142,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,F,new,5,July,2000,female
90098,ARTS,1.6028,255 (NEW),3624,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,F,new,18,July,2001,female
90211,ARTS,1.6418,213 (NEW),3148,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,056,F,new,20,March,2001,female
90228,ARTS,1.404,470 (NEW),6841,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,028,F,new,16,March,2001,female
90597,COMMERCE,1.4274,351 (NEW),4566,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,F,new,1,October,2001,female
90648,ARTS,1.576,280 (NEW),3953,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,030,S,new,7,September,2001,female
90674,ARTS,1.6539,206 (NEW),3006,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,S,new,27,August,2001,female
90705,ARTS,1.5716,284 (NEW),4000,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,036,S,new,1,September,2000,female
90942,ARTS,1.6756,191 (NEW),2765,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,F,new,8,June,2001,female
91521,COMMERCE,1.6147,220 (NEW),2675,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,20,April,2001,female
91522,COMMERCE,1.5777,245 (NEW),2977,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,5,August,2001,female
91554,COMMERCE,1.5525,264 (NEW),3230,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,F,new,16,April,2001,female
91572,COMMERCE,1.5719,249 (NEW),3039,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,B,new,7,May,2001,female
91627,COMMERCE,1.4103,365 (NEW),4759,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,070,C,new,15,May,2001,female
91631,COMMERCE,1.5755,246 (NEW),2999,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,S,new,16,December,2001,female
91753,COMMERCE,1.5925,232 (NEW),2851,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,24,November,2000,female
92348,COMMERCE,1.3756,389 (NEW),5183,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,11,June,2001,female
92543,ARTS,1.6147,245 (NEW),3476,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,S,new,21,October,2001,female
92580,ARTS,1.5201,333 (NEW),4778,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,030,S,new,24,February,2001,female
92599,COMMERCE,1.5207,279 (NEW),3531,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,S,new,24,April,2001,female
92637,ARTS,1.664,199 (NEW),2892,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,S,new,20,February,2001,female
93306,COMMERCE,1.5167,280 (NEW),3572,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,8,January,2002,female
93320,ARTS,1.4629,394 (NEW),5768,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,030,F,new,9,September,2000,female
93583,ARTS,1.4071,466 (NEW),6792,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,036,S,new,9,October,2000,female
93619,ARTS,1.6535,207 (NEW),3009,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,F,new,3,August,2001,female
93711,COMMERCE,1.469,313 (NEW),4075,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,C,new,20,August,2000,female
93723,ARTS,1.6763,190 (NEW),2752,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,052,F,new,8,February,2001,female
93859,ARTS,1.6391,218 (NEW),3175,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,F,new,16,November,2001,female
93928,ARTS,1.661,200 (NEW),2927,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,054,S,new,17,October,1999,male
94434,ARTS,1.5556,223 (NEW),4227,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,F,new,22,October,2001,female
94537,COMMERCE,1.4195,234 (NEW),4655,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,24,April,2000,female
94574,COMMERCE,1.5406,166 (NEW),3337,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,21,May,2000,female
94973,COMMERCE,1.4263,229 (NEW),4583,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,12,July,2001,female
95499,COMMERCE,1.6211,125 (NEW),2632,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,11,January,2002,male
95510,COMMERCE,1.5406,166 (NEW),3337,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,6,October,2001,male
95609,COMMERCE,1.5015,188 (NEW),3745,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,B,new,18,October,2001,male
95621,COMMERCE,1.4921,193 (NEW),3841,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,Absent,new,22,November,2001,male
95622,COMMERCE,1.6192,127 (NEW),2642,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,C,new,23,January,2002,male
95962,COMMERCE,1.4632,208 (NEW),4142,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,12,December,2000,male
96099,ARTS,1.6931,142 (NEW),2541,2020,COMMUNICATION & MEDIA STUDIES,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,A,new,25,September,1991,female
96108,COMMERCE,1.6113,131 (NEW),2694,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,5,August,2001,male
96809,ARTS,1.6542,164 (NEW),3003,2020,ECONOMICS,A,GEOGRAPHY,A,POLITICAL SCIENCE,A,042,S,new,17,August,2001,female
96812,ARTS,1.5195,254 (NEW),4783,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,042,S,new,7,October,2001,female
96839,ARTS,1.585,209 (NEW),3835,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,044,C,new,6,June,2001,female
96872,ARTS,1.5556,223 (NEW),4227,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,046,S,new,14,May,2001,female
96898,ARTS,1.6813,152 (NEW),2686,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,036,A,new,30,July,2001,female
96910,ARTS,1.6608,160 (NEW),2930,2020,POLITICAL SCIENCE,A,LOGIC & SCIENTIFIC METHOD,A,SINHALA,A,058,C,new,8,March,2001,female
96926,ARTS,1.6647,158 (NEW),2888,2020,COMMUNICATION & MEDIA STUDIES,A,CHINESE,A,JAPANESE,A,048,A,new,24,August,2001,female
96962,COMMERCE,1.588,141 (NEW),2885,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,B,new,4,May,2001,female
97080,COMMERCE,1.6265,122 (NEW),2588,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,28,September,2001,female
97101,COMMERCE,1.6254,124 (NEW),2601,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,23,September,2001,female
97406,COMMERCE,1.4707,204 (NEW),4051,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,21,March,2000,female
97407,COMMERCE,1.561,158 (NEW),3144,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,B,new,23,September,2000,female
98070,ARTS,1.5385,235 (NEW),4469,2020,BUDDHIST CIVILIZATION,A,SINHALA,A,PALI,A,048,F,new,13,May,2000,male
98088,ARTS,1.3705,388 (NEW),7541,2020,BUDDHISM,A,SINHALA,A,PALI,A,038,F,new,24,June,2000,male
98094,ARTS,1.3919,369 (NEW),7083,2020,BUDDHISM,A,SINHALA,A,PALI,A,028,F,new,19,July,1999,male
98250,ARTS,1.5939,202 (NEW),3740,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,S,new,15,June,2001,female
98274,COMMERCE,1.5957,138 (NEW),2818,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,10,January,2002,female
98415,COMMERCE,1.445,217 (NEW),4359,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,18,May,2001,female
98475,COMMERCE,1.6064,135 (NEW),2738,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,10,February,2001,female
98523,COMMERCE,1.4899,195 (NEW),3866,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,S,new,6,September,2001,female
98568,ARTS,1.5364,237 (NEW),4507,2020,LOGIC & SCIENTIFIC METHOD,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,S,new,6,July,2001,female
98843,COMMERCE,1.4899,195 (NEW),3866,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,5,August,2000,female
98881,COMMERCE,1.536,172 (NEW),3392,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,16,February,2000,female
98930,COMMERCE,1.5668,155 (NEW),3083,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,21,March,2000,female
100009,COMMERCE,1.5548,162 (NEW),3212,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,F,new,31,March,2000,female
100065,COMMERCE,1.5856,144 (NEW),2906,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,S,new,14,July,2000,female
100125,ARTS,1.5263,249 (NEW),4688,2020,GEOGRAPHY,A,ART,A,SINHALA,A,050,F,new,12,July,2001,female
100147,COMMERCE,1.58,148 (NEW),2951,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,2,July,2000,female
100251,COMMERCE,1.5203,183 (NEW),3537,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,B,new,8,November,2001,female
100633,ARTS,1.6233,181 (NEW),3361,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,052,F,new,10,February,2001,female
100731,COMMERCE,1.4018,246 (NEW),4883,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,F,new,13,May,2001,female
101593,ARTS,1.625,180 (NEW),3342,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,052,C,new,5,February,2001,female
101722,COMMERCE,1.5846,145 (NEW),2914,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,3,January,2002,female
102088,ARTS,1.6591,161 (NEW),2943,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,DRAMA AND THEATRE (SINHALA),A,036,F,new,28,October,2001,female
102119,ARTS,1.5949,200 (NEW),3730,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,S,new,9,October,2001,female
102222,ARTS,1.3679,392 (NEW),7598,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,DANCING(INDIGENOUS),A,040,F,new,29,January,2002,female
102292,COMMERCE,1.6261,123 (NEW),2591,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,F,new,21,June,2001,male
102300,COMMERCE,1.527,178 (NEW),3464,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,S,new,26,December,2001,female
102304,COMMERCE,1.5582,160 (NEW),3175,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,F,new,19,May,2001,female
102317,COMMERCE,1.5094,184 (NEW),3647,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,3,October,2001,male
102356,COMMERCE,1.6357,115 (NEW),2505,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,3,January,2002,female
102554,COMMERCE,1.5839,146 (NEW),2921,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,14,November,2000,male
102677,ARTS,1.4963,277 (NEW),5176,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,Absent,new,4,January,2001,male
103146,ARTS,1.4916,283 (NEW),5258,2020,ECONOMICS,A,POLITICAL SCIENCE,A,SINHALA,A,038,Absent,new,20,March,2000,female
103557,ARTS,1.5395,234 (NEW),4451,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,F,new,11,February,2001,female
103795,ARTS,1.6809,153 (NEW),2693,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,054,S,new,26,October,2000,female
104146,ARTS,1.6631,159 (NEW),2900,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,040,F,new,26,February,2001,female
104374,COMMERCE,1.5043,187 (NEW),3705,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,10,August,2001,female
104378,COMMERCE,1.54,169 (NEW),3345,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,2,May,2001,female
104401,COMMERCE,1.527,178 (NEW),3464,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,1,July,2001,female
104428,COMMERCE,1.601,136 (NEW),2776,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,9,September,2001,female
104498,COMMERCE,1.5629,156 (NEW),3121,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,22,October,2001,female
104618,ARTS,1.6361,176 (NEW),3207,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,F,new,13,March,2001,female
104690,COMMERCE,1.536,172 (NEW),3392,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,27,July,2000,male
104800,ARTS,1.6857,149 (NEW),2626,2020,HOME ECONOMICS,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,F,new,15,January,2002,female
104969,ARTS,1.5491,226 (NEW),4304,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,036,F,new,12,September,2001,female
104989,ARTS,1.6472,168 (NEW),3088,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,F,new,30,August,2001,female
105101,COMMERCE,1.5094,184 (NEW),3647,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,F,new,12,November,2000,female
105467,ARTS,1.6088,190 (NEW),3543,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,Absent,Absent,new,26,April,2000,female
105699,ARTS,1.6459,169 (NEW),3105,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,Absent,F,new,5,January,2001,female
105717,COMMERCE,1.6085,132 (NEW),2715,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,Absent,new,22,March,2000,male
105736,ARTS,1.5209,253 (NEW),4763,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,F,new,1,October,2001,female
105756,ARTS,1.6459,169 (NEW),3105,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,042,S,new,2,December,2000,male
106078,COMMERCE,1.4876,198 (NEW),3891,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,S,new,30,May,2001,male
106127,ARTS,1.5945,201 (NEW),3735,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,20,August,2000,male
106153,COMMERCE,1.4246,230 (NEW),4594,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,23,January,2002,female
106165,ARTS,1.4172,346 (NEW),6617,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,040,F,new,12,March,2001,female
106215,ARTS,1.639,175 (NEW),3176,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,1,November,2001,male
106226,ARTS,1.6701,156 (NEW),2829,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,046,S,new,13,October,2001,female
106259,COMMERCE,1.6329,120 (NEW),2534,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,B,new,27,May,2001,female
106318,ARTS,1.6426,172 (NEW),3142,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,Absent,F,new,18,April,2000,female
106422,ARTS,1.5566,222 (NEW),4217,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,Absent,Absent,new,22,April,2000,male
106507,ARTS,1.672,154 (NEW),2806,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,044,F,new,27,February,2001,male
106588,ARTS,1.6127,189 (NEW),3498,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,Absent,F,new,19,October,2000,female
106666,COMMERCE,1.5839,146 (NEW),2921,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,072,F,new,22,August,2001,male
106764,ARTS,1.6479,167 (NEW),3068,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,036,F,new,1,April,2001,female
106766,COMMERCE,1.4974,191 (NEW),3793,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,B,new,17,October,2001,female
106930,ARTS,1.404,358 (NEW),6841,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,F,new,10,September,2001,female
106970,ARTS,1.5795,213 (NEW),3909,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,042,S,new,2,July,2001,male
106978,ARTS,1.6218,182 (NEW),3382,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,046,F,new,19,January,2002,male
